numer_sta,date,t,u,pres,tend24
7149,20200112090000,279.150000,83,101530,-790
7190,20200112090000,272.850000,99,101150,-480
7481,20200112090000,275.450000,89,100220,-220
7630,20200112090000,273.850000,92,101430,-250
7690,20200112090000,281.650000,53,102620,80
7015,20200112120000,281.550000,86,101550,-890
7110,20200112120000,284.650000,80,101390,-290
7149,20200112120000,281.250000,82,101510,-720
7190,20200112120000,277.750000,82,101050,-490
7481,20200112120000,278.650000,79,100170,-250
7630,20200112120000,281.150000,67,101370,-180
7690,20200112120000,287.650000,41,102460,40
7015,20200112150000,284.050000,73,101550,-760
7110,20200112150000,283.650000,75,101330,-210
7149,20200112150000,281.450000,90,101490,-590
7190,20200112150000,278.650000,79,101030,-400
7481,20200112150000,280.050000,71,100030,-290
7630,20200112150000,282.450000,63,101240,-110
7690,20200112150000,287.550000,58,102310,-10
7015,20200112180000,282.650000,80,101710,-560
7110,20200112180000,280.850000,80,101320,-170
7149,20200112180000,281.450000,92,101560,-480
7190,20200112180000,278.150000,81,101020,-380
7481,20200112180000,276.850000,87,100040,-240
7630,20200112180000,279.150000,78,101290,-50
7690,20200112180000,282.250000,74,102320,-80
7015,20200112210000,279.850000,91,101760,-380
7110,20200112210000,280.950000,80,101240,-110
7149,20200112210000,281.150000,94,101530,-420
7190,20200112210000,277.350000,87,101030,-300
7481,20200112210000,275.150000,91,100000,-250
7630,20200112210000,276.650000,83,101250,-90
7690,20200112210000,281.050000,66,102280,-180
7015,20200113000000,279.050000,92,101730,-240
7110,20200113000000,280.350000,93,101080,-120
7149,20200113000000,281.250000,95,101450,-340
7190,20200113000000,277.450000,87,100940,-290
7481,20200113000000,273.950000,93,99900,-290
7630,20200113000000,274.050000,96,101110,-170
7690,20200113000000,280.150000,64,102230,-220
7015,20200113030000,278.050000,98,101590,-230
7110,20200113030000,279.650000,94,100770,-320
7149,20200113030000,280.650000,93,101290,-420
7190,20200113030000,277.350000,89,100820,-320
7481,20200113030000,273.450000,95,99790,-320
7630,20200113030000,272.650000,98,100950,-330
7690,20200113030000,279.250000,63,102200,-310
7015,20200113060000,278.750000,98,101420,-220
7110,20200113060000,281.150000,93,100450,-700
7149,20200113060000,279.950000,95,101110,-460
7190,20200113060000,276.950000,90,100650,-430
7481,20200113060000,273.750000,94,99670,-440
7630,20200113060000,271.250000,97,100770,-600
7690,20200113060000,279.050000,63,102220,-340
7015,20200113090000,280.050000,91,101290,-250
7110,20200113090000,282.650000,85,100090,-1210
7149,20200113090000,280.550000,94,100980,-550
7190,20200113090000,277.450000,94,100550,-600
7481,20200113090000,274.550000,94,99640,-580
7630,20200113090000,273.250000,100,100690,-740
7690,20200113090000,280.850000,55,102320,-300
7015,20200113120000,280.950000,86,100970,-580
7110,20200113120000,283.550000,80,99770,-1620
7149,20200113120000,281.250000,95,100670,-840
7190,20200113120000,279.350000,89,100370,-680
7481,20200113120000,279.050000,78,99440,-730
7630,20200113120000,277.750000,86,100440,-930
7690,20200113120000,284.550000,48,102250,-210
7015,20200113150000,281.550000,93,100600,-950
7110,20200113150000,284.650000,88,99260,-2070
7149,20200113150000,282.750000,89,100410,-1080
7190,20200113150000,282.050000,80,100150,-880
7481,20200113150000,281.650000,68,99160,-870
7630,20200113150000,283.050000,58,100200,-1040
7690,20200113150000,285.550000,65,102120,-190
7015,20200113180000,282.550000,87,100300,-1410
7110,20200113180000,284.150000,94,99060,-2260
7149,20200113180000,282.850000,89,100220,-1340
7190,20200113180000,278.050000,91,100090,-930
7481,20200113180000,280.850000,65,99170,-870
7630,20200113180000,280.350000,74,100140,-1150
7690,20200113180000,283.050000,74,102150,-170
7015,20200113210000,283.150000,82,100040,-1720
7110,20200113210000,284.350000,95,98920,-2320
7149,20200113210000,282.950000,78,100060,-1470
7190,20200113210000,278.650000,89,99910,-1120
7481,20200113210000,280.550000,74,99050,-950
7630,20200113210000,279.850000,74,100100,-1150
7690,20200113210000,280.550000,81,102110,-170
7015,20200114000000,282.550000,88,99850,-1880
7110,20200114000000,282.150000,94,99030,-2050
7149,20200114000000,282.550000,67,99960,-1490
7190,20200114000000,277.850000,86,99850,-1090
7481,20200114000000,281.350000,66,99070,-830
7630,20200114000000,278.350000,88,100180,-930
7690,20200114000000,280.250000,78,102100,-130
7015,20200114030000,282.450000,84,99720,-1870
7110,20200114030000,283.050000,95,99010,-1760
7149,20200114030000,282.250000,69,99800,-1490
7190,20200114030000,277.450000,81,99700,-1120
7481,20200114030000,281.550000,67,98950,-840
7630,20200114030000,279.750000,86,100030,-920
7690,20200114030000,280.650000,71,102080,-120
7015,20200114060000,283.450000,79,99800,-1620
7110,20200114060000,283.550000,96,98960,-1490
7149,20200114060000,282.750000,68,99830,-1280
7190,20200114060000,277.250000,77,99750,-900
7481,20200114060000,281.350000,67,99040,-630
7630,20200114060000,280.150000,84,99990,-780
7690,20200114060000,281.650000,61,102100,-120
7015,20200114090000,282.250000,95,99970,-1320
7110,20200114090000,284.550000,98,98770,-1320
7149,20200114090000,283.350000,67,99920,-1060
7190,20200114090000,279.250000,71,99850,-700
7481,20200114090000,282.450000,60,99140,-500
7630,20200114090000,280.950000,84,100070,-620
7690,20200114090000,282.850000,55,102230,-90
7015,20200114120000,283.950000,79,99890,-1080
7110,20200114120000,285.850000,95,98810,-960
7149,20200114120000,284.050000,77,99940,-730
7190,20200114120000,283.050000,61,99800,-570
7481,20200114120000,285.350000,59,99110,-330
7630,20200114120000,285.050000,66,100000,-440
7690,20200114120000,287.950000,49,102180,-70
7015,20200114150000,284.550000,80,99820,-780
7110,20200114150000,285.650000,93,98790,-470
7149,20200114150000,285.050000,65,99970,-440
7190,20200114150000,284.050000,61,99810,-340
7481,20200114150000,285.250000,57,99060,-100
7630,20200114150000,285.650000,59,99980,-220
7690,20200114150000,287.250000,67,102120,0
7015,20200114180000,284.650000,80,99930,-370
7110,20200114180000,285.650000,89,98870,-190
7149,20200114180000,285.150000,61,100070,-150
7190,20200114180000,283.450000,63,99870,-220
7481,20200114180000,283.650000,63,99140,-30
7630,20200114180000,283.650000,77,99980,-160
7690,20200114180000,283.350000,77,102290,140
7015,20200114210000,284.050000,87,100070,30
7110,20200114210000,286.250000,85,98870,-50
7149,20200114210000,283.650000,81,100210,150
7190,20200114210000,283.150000,63,99900,-10
7481,20200114210000,283.950000,66,99120,70
7630,20200114210000,283.550000,82,99910,-190
7690,20200114210000,282.150000,69,102390,280
7015,20200115000000,283.550000,83,100150,300
7110,20200115000000,284.850000,94,98890,-140
7149,20200115000000,283.450000,72,100180,220
7190,20200115000000,281.450000,67,99960,110
7481,20200115000000,283.650000,61,99160,90
7630,20200115000000,283.550000,75,99900,-280
7690,20200115000000,282.650000,61,102400,300
7015,20200115030000,282.950000,73,100120,400
7110,20200115030000,284.550000,95,98980,-30
7149,20200115030000,282.450000,75,100150,350
7190,20200115030000,280.350000,74,99970,270
7481,20200115030000,283.650000,62,99100,150
7630,20200115030000,283.050000,78,100060,30
7690,20200115030000,282.650000,58,102380,300
7015,20200115060000,282.650000,73,100130,330
7110,20200115060000,280.650000,96,99180,220
7149,20200115060000,281.850000,76,100170,340
7190,20200115060000,280.150000,70,100020,270
7481,20200115060000,284.050000,62,99170,130
7630,20200115060000,281.950000,83,100130,140
7690,20200115060000,283.150000,55,102420,320
7015,20200115090000,282.950000,70,100210,240
7110,20200115090000,280.050000,98,99640,870
7149,20200115090000,283.150000,70,100190,270
7190,20200115090000,281.350000,65,100070,220
7481,20200115090000,284.950000,56,99280,140
7630,20200115090000,282.950000,79,100220,150
7690,20200115090000,283.750000,55,102530,300
7015,20200115120000,283.550000,73,100400,510
7110,20200115120000,282.950000,76,100080,1270
7149,20200115120000,285.050000,65,100270,330
7190,20200115120000,284.750000,59,100100,300
7481,20200115120000,285.250000,64,99470,360
7630,20200115120000,286.050000,65,100360,360
7690,20200115120000,283.550000,86,102560,380
7015,20200115150000,282.550000,91,100690,870
7110,20200115150000,283.750000,61,100340,1550
7149,20200115150000,285.550000,70,100460,490
7190,20200115150000,286.650000,54,100140,330
7481,20200115150000,285.050000,68,99450,390
7630,20200115150000,286.150000,66,100450,470
7690,20200115150000,285.950000,62,102480,360
7015,20200115180000,279.550000,92,101210,1280
7110,20200115180000,281.950000,75,100630,1760
7149,20200115180000,283.550000,91,100890,820
7190,20200115180000,283.650000,65,100360,490
7481,20200115180000,283.650000,70,99710,570
7630,20200115180000,284.150000,77,100720,740
7690,20200115180000,282.950000,77,102580,290
7015,20200115210000,278.150000,95,101510,1440
7110,20200115210000,280.650000,88,100670,1800
7149,20200115210000,281.250000,90,101210,1000
7190,20200115210000,284.650000,64,100570,670
7481,20200115210000,283.550000,74,99820,700
7630,20200115210000,283.450000,86,100850,940
7690,20200115210000,281.450000,77,102600,210
7015,20200116000000,276.550000,97,101740,1590
7110,20200116000000,280.750000,86,100640,1750
7149,20200116000000,278.250000,97,101380,1200
7190,20200116000000,284.050000,70,100790,830
7481,20200116000000,283.650000,73,99900,740
7630,20200116000000,281.450000,93,100860,960
7690,20200116000000,281.750000,72,102610,210
7015,20200116030000,276.950000,97,101820,1700
7110,20200116030000,281.550000,84,100460,1480
7149,20200116030000,278.450000,98,101400,1250
7190,20200116030000,283.250000,70,100910,940
7481,20200116030000,282.250000,75,99880,780
7630,20200116030000,280.950000,93,100780,720
7690,20200116030000,282.250000,69,102580,200
7015,20200116060000,275.850000,99,101850,1720
7110,20200116060000,283.550000,84,100130,950
7149,20200116060000,278.050000,99,101410,1240
7190,20200116060000,279.050000,87,100980,960
7481,20200116060000,278.950000,82,99880,710
7630,20200116060000,280.150000,95,100710,580
7690,20200116060000,281.050000,72,102630,210
7015,20200116090000,277.050000,100,101810,1600
7110,20200116090000,284.650000,89,99930,290
7149,20200116090000,279.650000,99,101360,1170
7190,20200116090000,279.350000,90,101050,980
7481,20200116090000,280.850000,74,99920,640
7630,20200116090000,283.150000,87,100800,580
7690,20200116090000,281.850000,65,102790,260
7015,20200116120000,281.050000,95,101600,1200
7110,20200116120000,286.150000,85,99800,-280
7149,20200116120000,285.950000,73,101190,920
7190,20200116120000,286.450000,63,100900,800
7481,20200116120000,285.950000,59,99840,370
7630,20200116120000,285.750000,73,100680,320
7690,20200116120000,286.050000,70,102720,160
7015,20200116150000,284.250000,84,101310,620
7110,20200116150000,285.350000,95,99700,-640
7149,20200116150000,287.250000,61,100970,510
7190,20200116150000,287.050000,60,100770,630
7481,20200116150000,286.450000,51,99710,260
7630,20200116150000,286.550000,65,100590,140
7690,20200116150000,286.950000,62,102650,170
7015,20200116180000,283.650000,77,101180,-30
7110,20200116180000,284.450000,96,99870,-760
7149,20200116180000,285.050000,65,100810,-80
7190,20200116180000,279.850000,83,100720,360
7481,20200116180000,283.250000,69,99720,10
7630,20200116180000,283.750000,79,100540,-180
7690,20200116180000,285.050000,70,102710,130
7015,20200116210000,283.150000,77,101020,-490
7110,20200116210000,283.950000,93,99890,-780
7149,20200116210000,283.650000,72,100730,-480
7190,20200116210000,276.850000,93,100600,30
7481,20200116210000,281.350000,75,99670,-150
7630,20200116210000,283.050000,84,100490,-360
7690,20200116210000,282.350000,79,102700,100
7015,20200117000000,282.550000,77,100950,-790
7110,20200117000000,283.850000,78,99890,-750
7149,20200117000000,284.350000,69,100610,-770
7190,20200117000000,274.450000,97,100530,-260
7481,20200117000000,280.650000,77,99540,-360
7630,20200117000000,284.050000,86,100450,-410
7690,20200117000000,281.350000,75,102610,0
7015,20200117030000,282.650000,78,100790,-1030
7110,20200117030000,282.350000,78,100020,-440
7149,20200117030000,283.550000,72,100560,-840
7190,20200117030000,273.150000,99,100410,-500
7481,20200117030000,283.650000,67,99510,-370
7630,20200117030000,284.250000,88,100460,-320
7690,20200117030000,281.950000,68,102500,-80
7015,20200117060000,282.050000,89,100760,-1090
7110,20200117060000,280.950000,78,100310,180
7149,20200117060000,281.850000,89,100540,-870
7190,20200117060000,276.250000,86,100270,-710
7481,20200117060000,283.450000,65,99430,-450
7630,20200117060000,282.350000,88,100560,-150
7690,20200117060000,281.550000,63,102390,-240
7015,20200117090000,282.350000,88,100790,-1020
7110,20200117090000,279.850000,79,100670,740
7149,20200117090000,282.150000,94,100660,-700
7190,20200117090000,278.250000,84,100240,-810
7481,20200117090000,283.450000,70,99460,-460
7630,20200117090000,281.950000,90,100640,-160
7690,20200117090000,282.950000,59,102380,-410
7015,20200117120000,283.650000,74,100860,-740
7110,20200117120000,280.650000,82,100910,1110
7149,20200117120000,284.550000,70,100730,-460
7190,20200117120000,282.050000,72,100150,-750
7481,20200117120000,282.650000,88,99360,-480
7630,20200117120000,280.950000,87,100950,270
7690,20200117120000,282.850000,70,102240,-480
7015,20200117150000,282.950000,67,101030,-280
7110,20200117150000,280.150000,77,101020,1320
7149,20200117150000,283.650000,62,100900,-70
7190,20200117150000,282.850000,77,100160,-610
7481,20200117150000,283.550000,84,99310,-400
7630,20200117150000,282.550000,77,101020,430
7690,20200117150000,282.250000,81,101970,-680
7015,20200117180000,279.750000,77,101320,140
7110,20200117180000,280.350000,77,101200,1330
7149,20200117180000,279.950000,73,101230,420
7190,20200117180000,281.050000,89,100320,-400
7481,20200117180000,279.850000,97,99640,-80
7630,20200117180000,280.650000,86,101300,760
7690,20200117180000,281.750000,93,101810,-900
7015,20200117210000,278.550000,79,101470,450
7110,20200117210000,279.250000,84,101370,1480
7149,20200117210000,278.350000,81,101370,640
7190,20200117210000,280.850000,83,100490,-110
7481,20200117210000,279.950000,92,99870,200
7630,20200117210000,279.650000,85,101460,970
7690,20200117210000,282.850000,85,101560,-1140
7015,20200118000000,277.150000,86,101600,650
7110,20200118000000,276.750000,90,101460,1570
7149,20200118000000,277.550000,83,101470,860
7190,20200118000000,279.450000,84,100650,120
7481,20200118000000,277.750000,92,100040,500
7630,20200118000000,277.650000,88,101460,1010
7690,20200118000000,282.850000,84,101590,-1020
7015,20200118030000,277.150000,86,101700,910
7110,20200118030000,276.350000,95,101470,1450
7149,20200118030000,276.950000,85,101560,1000
7190,20200118030000,279.450000,75,100810,400
7481,20200118030000,275.850000,94,100100,590
7630,20200118030000,275.650000,96,101330,870
7690,20200118030000,280.950000,87,101720,-780
7015,20200118060000,275.650000,92,101810,1050
7110,20200118060000,276.950000,92,101420,1110
7149,20200118060000,275.450000,91,101620,1080
7190,20200118060000,276.050000,85,100920,650
7481,20200118060000,274.950000,97,100060,630
7630,20200118060000,275.550000,97,101260,700
7690,20200118060000,280.250000,85,101910,-480
7015,20200118090000,275.650000,95,102040,1250
7110,20200118090000,278.050000,92,101390,720
7149,20200118090000,276.850000,89,101730,1070
7190,20200118090000,278.850000,82,100980,740
7481,20200118090000,276.650000,95,100130,670
7630,20200118090000,276.550000,97,101130,490
7690,20200118090000,281.750000,76,102010,-370
7015,20200118120000,280.250000,73,102140,1280
7110,20200118120000,281.850000,78,101400,490
7149,20200118120000,281.150000,73,101740,1010
7190,20200118120000,280.450000,63,100960,810
7481,20200118120000,280.050000,76,99970,610
7630,20200118120000,282.050000,73,100820,-130
7690,20200118120000,286.250000,51,101920,-320
7015,20200118150000,280.150000,68,102250,1220
